,fault_1,fault_2,fault_3,fault_4,fault_5,fault_6,file_name
1173,0,0,0,0,0,0,dataset/group20085/20085/20085121_temp.jpg
1174,1,1,1,1,1,1,dataset/group20085/20085/20085120_test.jpg
1175,0,0,0,0,0,0,dataset/group20085/20085/20085120_temp.jpg
1176,1,1,1,1,1,1,dataset/group20085/20085/20085191_test.jpg
1177,0,0,0,0,0,0,dataset/group20085/20085/20085191_temp.jpg
1178,1,1,1,0,1,1,dataset/group20085/20085/20085049_test.jpg
1179,0,0,0,0,0,0,dataset/group20085/20085/20085049_temp.jpg
1180,1,1,1,1,1,1,dataset/group20085/20085/20085140_test.jpg
1181,0,0,0,0,0,0,dataset/group20085/20085/20085140_temp.jpg
1182,1,1,1,1,1,1,dataset/group20085/20085/20085062_test.jpg
1183,0,0,0,0,0,0,dataset/group20085/20085/20085062_temp.jpg
1184,1,1,1,1,0,1,dataset/group20085/20085/20085173_test.jpg
1185,0,0,0,0,0,0,dataset/group20085/20085/20085173_temp.jpg
1186,1,1,1,1,0,1,dataset/group20085/20085/20085290_test.jpg
1187,0,0,0,0,0,0,dataset/group20085/20085/20085290_temp.jpg
1188,1,1,1,1,1,1,dataset/group20085/20085/20085027_test.jpg
1189,0,0,0,0,0,0,dataset/group20085/20085/20085027_temp.jpg
1190,1,1,1,1,1,1,dataset/group20085/20085/20085209_test.jpg
1191,0,0,0,0,0,0,dataset/group20085/20085/20085209_temp.jpg
1192,1,1,1,1,1,0,dataset/group20085/20085/20085242_test.jpg
1193,0,0,0,0,0,0,dataset/group20085/20085/20085242_temp.jpg
1194,1,1,1,1,0,1,dataset/group20085/20085/20085040_test.jpg
1195,0,0,0,0,0,0,dataset/group20085/20085/20085040_temp.jpg
1196,1,1,1,1,1,0,dataset/group20085/20085/20085295_test.jpg
1197,0,0,0,0,0,0,dataset/group20085/20085/20085295_temp.jpg
1198,1,1,1,0,1,0,dataset/group20085/20085/20085283_test.jpg
1199,0,0,0,0,0,0,dataset/group20085/20085/20085283_temp.jpg
1200,1,1,1,1,1,0,dataset/group20085/20085/20085075_test.jpg
1201,0,0,0,0,0,0,dataset/group20085/20085/20085075_temp.jpg
1202,1,1,1,0,1,1,dataset/group20085/20085/20085137_test.jpg
1203,0,0,0,0,0,0,dataset/group20085/20085/20085137_temp.jpg
1204,1,1,1,0,1,1,dataset/group20085/20085/20085214_test.jpg
1205,0,0,0,0,0,0,dataset/group20085/20085/20085214_temp.jpg
1206,1,1,1,1,1,1,dataset/group20085/20085/20085054_test.jpg
1207,0,0,0,0,0,0,dataset/group20085/20085/20085054_temp.jpg
1208,1,1,1,1,1,1,dataset/group20085/20085/20085237_test.jpg
1209,0,0,0,0,0,0,dataset/group20085/20085/20085237_temp.jpg
1210,1,1,0,1,0,1,dataset/group20085/20085/20085316_test.jpg
1211,0,0,0,0,0,0,dataset/group20085/20085/20085316_temp.jpg
1212,1,1,1,1,1,1,dataset/group20085/20085/20085033_test.jpg
1213,0,0,0,0,0,0,dataset/group20085/20085/20085033_temp.jpg
1214,1,1,1,1,1,1,dataset/group20085/20085/20085148_test.jpg
1215,0,0,0,0,0,0,dataset/group20085/20085/20085148_temp.jpg
1216,1,1,0,1,1,1,dataset/group20085/20085/20085068_test.jpg
1217,0,0,0,0,0,0,dataset/group20085/20085/20085068_temp.jpg
1218,1,1,0,1,1,1,dataset/group20085/20085/20085087_test.jpg
1219,0,0,0,0,0,0,dataset/group20085/20085/20085087_temp.jpg
1220,1,1,1,1,1,1,dataset/group20085/20085/20085019_test.jpg
1221,0,0,0,0,0,0,dataset/group20085/20085/20085019_temp.jpg
1222,0,0,1,0,1,0,dataset/group20085/20085/20085158_test.jpg
1223,0,0,0,0,0,0,dataset/group20085/20085/20085158_temp.jpg
1224,1,1,1,1,1,1,dataset/group20085/20085/20085277_test.jpg
1225,0,0,0,0,0,0,dataset/group20085/20085/20085277_temp.jpg
1226,1,1,1,0,1,0,dataset/group20085/20085/20085315_test.jpg
1227,0,0,0,0,0,0,dataset/group20085/20085/20085315_temp.jpg
1228,1,1,1,1,1,0,dataset/group20085/20085/20085263_test.jpg
1229,0,0,0,0,0,0,dataset/group20085/20085/20085263_temp.jpg
1230,1,1,1,0,1,1,dataset/group20085/20085/20085174_test.jpg
1231,0,0,0,0,0,0,dataset/group20085/20085/20085174_temp.jpg
1232,1,0,1,1,1,1,dataset/group20085/20085/20085093_test.jpg
1233,0,0,0,0,0,0,dataset/group20085/20085/20085093_temp.jpg
1234,1,1,1,1,1,1,dataset/group20085/20085/20085302_test.jpg
1235,0,0,0,0,0,0,dataset/group20085/20085/20085302_temp.jpg
1236,1,1,0,1,1,1,dataset/group20085/20085/20085082_test.jpg
1237,0,0,0,0,0,0,dataset/group20085/20085/20085082_temp.jpg
1238,1,1,1,1,1,0,dataset/group20085/20085/20085279_test.jpg
1239,0,0,0,0,0,0,dataset/group20085/20085/20085279_temp.jpg
1240,1,1,1,1,1,1,dataset/group20085/20085/20085130_test.jpg
1241,0,0,0,0,0,0,dataset/group20085/20085/20085130_temp.jpg
1242,0,0,1,1,1,1,dataset/group20085/20085/20085177_test.jpg
1243,0,0,0,0,0,0,dataset/group20085/20085/20085177_temp.jpg
1244,1,1,1,1,1,0,dataset/group20085/20085/20085268_test.jpg
1245,0,0,0,0,0,0,dataset/group20085/20085/20085268_temp.jpg
1246,1,1,1,1,1,1,dataset/group20085/20085/20085185_test.jpg
1247,0,0,0,0,0,0,dataset/group20085/20085/20085185_temp.jpg
1248,1,1,1,1,0,1,dataset/group20085/20085/20085293_test.jpg
1249,0,0,0,0,0,0,dataset/group20085/20085/20085293_temp.jpg
1250,1,1,1,1,1,0,dataset/group20085/20085/20085286_test.jpg
1251,0,0,0,0,0,0,dataset/group20085/20085/20085286_temp.jpg
1252,1,1,1,1,1,1,dataset/group20085/20085/20085231_test.jpg
1253,0,0,0,0,0,0,dataset/group20085/20085/20085231_temp.jpg
1254,1,1,1,1,1,1,dataset/group20085/20085/20085207_test.jpg
1255,0,0,0,0,0,0,dataset/group20085/20085/20085207_temp.jpg
1256,1,1,1,1,1,1,dataset/group20085/20085/20085284_test.jpg
1257,0,0,0,0,0,0,dataset/group20085/20085/20085284_temp.jpg
1258,1,1,1,1,1,1,dataset/group20085/20085/20085142_test.jpg
1259,0,0,0,0,0,0,dataset/group20085/20085/20085142_temp.jpg
1260,1,0,1,1,1,1,dataset/group20085/20085/20085110_test.jpg
1261,0,0,0,0,0,0,dataset/group20085/20085/20085110_temp.jpg
1262,1,1,0,1,1,1,dataset/group20085/20085/20085318_test.jpg
1263,0,0,0,0,0,0,dataset/group20085/20085/20085318_temp.jpg
1264,1,1,1,1,0,1,dataset/group20085/20085/20085037_test.jpg
1265,0,0,0,0,0,0,dataset/group20085/20085/20085037_temp.jpg
1266,1,1,1,1,1,1,dataset/group20085/20085/20085088_test.jpg
1267,0,0,0,0,0,0,dataset/group20085/20085/20085088_temp.jpg
1268,1,1,0,0,1,0,dataset/group20085/20085/20085060_test.jpg
1269,0,0,0,0,0,0,dataset/group20085/20085/20085060_temp.jpg
1270,1,1,1,0,1,1,dataset/group20085/20085/20085108_test.jpg
1271,0,0,0,0,0,0,dataset/group20085/20085/20085108_temp.jpg
1272,1,0,1,0,1,1,dataset/group20085/20085/20085160_test.jpg
1273,0,0,0,0,0,0,dataset/group20085/20085/20085160_temp.jpg
1274,0,1,1,0,1,0,dataset/group20085/20085/20085182_test.jpg
1275,0,0,0,0,0,0,dataset/group20085/20085/20085182_temp.jpg
1276,1,1,1,1,1,1,dataset/group20085/20085/20085152_test.jpg
1277,0,0,0,0,0,0,dataset/group20085/20085/20085152_temp.jpg
1278,0,1,1,1,1,1,dataset/group20085/20085/20085257_test.jpg
1279,0,0,0,0,0,0,dataset/group20085/20085/20085257_temp.jpg
1280,0,0,1,1,1,1,dataset/group20085/20085/20085021_test.jpg
1281,0,0,0,0,0,0,dataset/group20085/20085/20085021_temp.jpg
1282,1,1,0,1,1,0,dataset/group20085/20085/20085282_test.jpg
1283,0,0,0,0,0,0,dataset/group20085/20085/20085282_temp.jpg
1284,1,1,1,1,1,0,dataset/group20085/20085/20085092_test.jpg
1285,0,0,0,0,0,0,dataset/group20085/20085/20085092_temp.jpg
1286,0,0,1,1,1,1,dataset/group20085/20085/20085157_test.jpg
1287,0,0,0,0,0,0,dataset/group20085/20085/20085157_temp.jpg
1288,1,1,1,1,1,1,dataset/group12100/12100/12100159_test.jpg
1289,0,0,0,0,0,0,dataset/group12100/12100/12100159_temp.jpg
1290,1,1,1,1,1,1,dataset/group12100/12100/12100190_test.jpg
1291,0,0,0,0,0,0,dataset/group12100/12100/12100190_temp.jpg
1292,1,1,1,0,1,1,dataset/group12100/12100/12100023_test.jpg
1293,0,0,0,0,0,0,dataset/group12100/12100/12100023_temp.jpg
1294,1,1,1,0,1,0,dataset/group12100/12100/12100196_test.jpg
1295,0,0,0,0,0,0,dataset/group12100/12100/12100196_temp.jpg
1296,1,0,1,0,1,1,dataset/group12100/12100/12100030_test.jpg
1297,0,0,0,0,0,0,dataset/group12100/12100/12100030_temp.jpg
1298,1,1,1,1,1,1,dataset/group12100/12100/12100032_test.jpg
1299,0,0,0,0,0,0,dataset/group12100/12100/12100032_temp.jpg
1300,1,0,1,0,1,1,dataset/group12100/12100/12100025_test.jpg
1301,0,0,0,0,0,0,dataset/group12100/12100/12100025_temp.jpg
1302,1,1,1,1,1,1,dataset/group12100/12100/12100173_test.jpg
1303,0,0,0,0,0,0,dataset/group12100/12100/12100173_temp.jpg
1304,1,1,1,1,1,1,dataset/group12100/12100/12100133_test.jpg
1305,0,0,0,0,0,0,dataset/group12100/12100/12100133_temp.jpg
1306,1,1,1,1,1,1,dataset/group12100/12100/12100144_test.jpg
1307,0,0,0,0,0,0,dataset/group12100/12100/12100144_temp.jpg
1308,1,1,1,1,1,1,dataset/group12100/12100/12100026_test.jpg
1309,0,0,0,0,0,0,dataset/group12100/12100/12100026_temp.jpg
1310,1,0,1,1,1,1,dataset/group12100/12100/12100132_test.jpg
1311,0,0,0,0,0,0,dataset/group12100/12100/12100132_temp.jpg
1312,1,1,0,1,1,1,dataset/group12100/12100/12100161_test.jpg
1313,0,0,0,0,0,0,dataset/group12100/12100/12100161_temp.jpg
1314,1,1,1,1,0,1,dataset/group12100/12100/12100177_test.jpg
1315,0,0,0,0,0,0,dataset/group12100/12100/12100177_temp.jpg
1316,1,1,0,1,0,1,dataset/group12100/12100/12100010_test.jpg
1317,0,0,0,0,0,0,dataset/group12100/12100/12100010_temp.jpg
1318,1,1,1,0,1,1,dataset/group12100/12100/12100042_test.jpg
1319,0,0,0,0,0,0,dataset/group12100/12100/12100042_temp.jpg
1320,1,1,1,1,1,1,dataset/group12100/12100/12100031_test.jpg
1321,0,0,0,0,0,0,dataset/group12100/12100/12100031_temp.jpg
1322,1,0,1,0,1,1,dataset/group12100/12100/12100138_test.jpg
1323,0,0,0,0,0,0,dataset/group12100/12100/12100138_temp.jpg
1324,1,1,1,1,1,1,dataset/group12100/12100/12100129_test.jpg
1325,0,0,0,0,0,0,dataset/group12100/12100/12100129_temp.jpg
1326,1,1,1,0,1,1,dataset/group12100/12100/12100053_test.jpg
1327,0,0,0,0,0,0,dataset/group12100/12100/12100053_temp.jpg
1328,1,1,0,1,1,1,dataset/group12100/12100/12100194_test.jpg
1329,0,0,0,0,0,0,dataset/group12100/12100/12100194_temp.jpg
1330,1,1,1,1,1,1,dataset/group12100/12100/12100055_test.jpg
1331,0,0,0,0,0,0,dataset/group12100/12100/12100055_temp.jpg
1332,1,1,1,1,0,1,dataset/group12100/12100/12100125_test.jpg
1333,0,0,0,0,0,0,dataset/group12100/12100/12100125_temp.jpg
1334,1,1,1,0,1,1,dataset/group12100/12100/12100153_test.jpg
1335,0,0,0,0,0,0,dataset/group12100/12100/12100153_temp.jpg
1336,1,1,0,0,1,1,dataset/group12100/12100/12100040_test.jpg
1337,0,0,0,0,0,0,dataset/group12100/12100/12100040_temp.jpg
1338,1,1,1,1,1,1,dataset/group12100/12100/12100200_test.jpg
1339,0,0,0,0,0,0,dataset/group12100/12100/12100200_temp.jpg
1340,1,0,1,1,0,1,dataset/group12100/12100/12100147_test.jpg
1341,0,0,0,0,0,0,dataset/group12100/12100/12100147_temp.jpg
1342,1,1,1,1,0,1,dataset/group12100/12100/12100126_test.jpg
1343,0,0,0,0,0,0,dataset/group12100/12100/12100126_temp.jpg
1344,1,0,1,1,1,1,dataset/group12100/12100/12100195_test.jpg
1345,0,0,0,0,0,0,dataset/group12100/12100/12100195_temp.jpg
1346,1,1,1,1,1,1,dataset/group12100/12100/12100001_test.jpg
1347,0,0,0,0,0,0,dataset/group12100/12100/12100001_temp.jpg
1348,1,1,1,1,1,1,dataset/group12100/12100/12100163_test.jpg
1349,0,0,0,0,0,0,dataset/group12100/12100/12100163_temp.jpg
1350,1,0,1,1,1,1,dataset/group12100/12100/12100000_test.jpg
1351,0,0,0,0,0,0,dataset/group12100/12100/12100000_temp.jpg
1352,1,0,1,1,0,0,dataset/group12100/12100/12100052_test.jpg
1353,0,0,0,0,0,0,dataset/group12100/12100/12100052_temp.jpg
1354,1,1,1,1,0,1,dataset/group12100/12100/12100174_test.jpg
1355,0,0,0,0,0,0,dataset/group12100/12100/12100174_temp.jpg
1356,1,1,1,1,1,1,dataset/group12100/12100/12100013_test.jpg
1357,0,0,0,0,0,0,dataset/group12100/12100/12100013_temp.jpg
1358,1,1,0,1,1,1,dataset/group12100/12100/12100062_test.jpg
1359,0,0,0,0,0,0,dataset/group12100/12100/12100062_temp.jpg
1360,1,1,0,1,1,1,dataset/group12100/12100/12100015_test.jpg
1361,0,0,0,0,0,0,dataset/group12100/12100/12100015_temp.jpg
1362,1,1,0,1,1,1,dataset/group12100/12100/12100011_test.jpg
1363,0,0,0,0,0,0,dataset/group12100/12100/12100011_temp.jpg
1364,1,1,1,0,1,1,dataset/group12100/12100/12100192_test.jpg
1365,0,0,0,0,0,0,dataset/group12100/12100/12100192_temp.jpg
1366,1,1,1,0,1,1,dataset/group12100/12100/12100152_test.jpg
1367,0,0,0,0,0,0,dataset/group12100/12100/12100152_temp.jpg
1368,1,1,1,1,1,1,dataset/group12100/12100/12100179_test.jpg
1369,0,0,0,0,0,0,dataset/group12100/12100/12100179_temp.jpg
1370,1,0,1,1,1,1,dataset/group12100/12100/12100012_test.jpg
1371,0,0,0,0,0,0,dataset/group12100/12100/12100012_temp.jpg
1372,1,1,1,1,1,1,dataset/group12100/12100/12100038_test.jpg
1373,0,0,0,0,0,0,dataset/group12100/12100/12100038_temp.jpg
1374,1,1,1,1,1,1,dataset/group12100/12100/12100027_test.jpg
1375,0,0,0,0,0,0,dataset/group12100/12100/12100027_temp.jpg
1376,1,0,1,1,1,1,dataset/group12100/12100/12100024_test.jpg
1377,0,0,0,0,0,0,dataset/group12100/12100/12100024_temp.jpg
1378,1,1,0,0,1,1,dataset/group12100/12100/12100057_test.jpg
1379,0,0,0,0,0,0,dataset/group12100/12100/12100057_temp.jpg
1380,0,0,1,1,1,1,dataset/group12100/12100/12100054_test.jpg
1381,0,0,0,0,0,0,dataset/group12100/12100/12100054_temp.jpg
1382,1,0,1,1,1,1,dataset/group12100/12100/12100016_test.jpg
1383,0,0,0,0,0,0,dataset/group12100/12100/12100016_temp.jpg
1384,1,0,1,0,1,1,dataset/group12100/12100/12100175_test.jpg
1385,0,0,0,0,0,0,dataset/group12100/12100/12100175_temp.jpg
1386,1,1,1,0,1,1,dataset/group12100/12100/12100180_test.jpg
1387,0,0,0,0,0,0,dataset/group12100/12100/12100180_temp.jpg
1388,1,1,1,0,1,1,dataset/group12100/12100/12100008_test.jpg
1389,0,0,0,0,0,0,dataset/group12100/12100/12100008_temp.jpg
1390,1,1,0,1,0,1,dataset/group12100/12100/12100130_test.jpg
1391,0,0,0,0,0,0,dataset/group12100/12100/12100130_temp.jpg
1392,1,1,1,1,1,1,dataset/group12100/12100/12100154_test.jpg
1393,0,0,0,0,0,0,dataset/group12100/12100/12100154_temp.jpg
1394,1,1,1,0,1,1,dataset/group12100/12100/12100166_test.jpg
1395,0,0,0,0,0,0,dataset/group12100/12100/12100166_temp.jpg
1396,1,1,1,1,0,1,dataset/group12100/12100/12100063_test.jpg
1397,0,0,0,0,0,0,dataset/group12100/12100/12100063_temp.jpg
1398,1,1,1,1,1,1,dataset/group12100/12100/12100199_test.jpg
1399,0,0,0,0,0,0,dataset/group12100/12100/12100199_temp.jpg
1400,1,1,1,0,1,0,dataset/group12100/12100/12100131_test.jpg
1401,0,0,0,0,0,0,dataset/group12100/12100/12100131_temp.jpg
1402,1,1,1,1,1,1,dataset/group12100/12100/12100047_test.jpg
1403,0,0,0,0,0,0,dataset/group12100/12100/12100047_temp.jpg
1404,1,1,1,1,0,1,dataset/group12100/12100/12100160_test.jpg
1405,0,0,0,0,0,0,dataset/group12100/12100/12100160_temp.jpg
1406,1,0,1,0,1,1,dataset/group12100/12100/12100135_test.jpg
1407,0,0,0,0,0,0,dataset/group12100/12100/12100135_temp.jpg
1408,1,1,1,1,1,1,dataset/group12100/12100/12100143_test.jpg
1409,0,0,0,0,0,0,dataset/group12100/12100/12100143_temp.jpg
1410,1,1,1,0,0,1,dataset/group12100/12100/12100056_test.jpg
1411,0,0,0,0,0,0,dataset/group12100/12100/12100056_temp.jpg
1412,1,1,1,1,1,1,dataset/group12100/12100/12100151_test.jpg
1413,0,0,0,0,0,0,dataset/group12100/12100/12100151_temp.jpg
1414,1,1,1,1,1,1,dataset/group12100/12100/12100021_test.jpg
1415,0,0,0,0,0,0,dataset/group12100/12100/12100021_temp.jpg
1416,1,0,1,1,0,0,dataset/group12100/12100/12100155_test.jpg
1417,0,0,0,0,0,0,dataset/group12100/12100/12100155_temp.jpg
1418,1,1,1,1,1,1,dataset/group12100/12100/12100007_test.jpg
1419,0,0,0,0,0,0,dataset/group12100/12100/12100007_temp.jpg
1420,1,1,1,0,1,1,dataset/group12100/12100/12100051_test.jpg
1421,0,0,0,0,0,0,dataset/group12100/12100/12100051_temp.jpg
1422,1,1,1,1,1,0,dataset/group12100/12100/12100167_test.jpg
1423,0,0,0,0,0,0,dataset/group12100/12100/12100167_temp.jpg
1424,1,0,1,0,1,1,dataset/group12100/12100/12100128_test.jpg
1425,0,0,0,0,0,0,dataset/group12100/12100/12100128_temp.jpg
1426,1,0,1,1,0,1,dataset/group12100/12100/12100134_test.jpg
1427,0,0,0,0,0,0,dataset/group12100/12100/12100134_temp.jpg
1428,1,1,0,1,1,1,dataset/group12100/12100/12100198_test.jpg
1429,0,0,0,0,0,0,dataset/group12100/12100/12100198_temp.jpg
1430,1,1,0,1,1,0,dataset/group12100/12100/12100033_test.jpg
1431,0,0,0,0,0,0,dataset/group12100/12100/12100033_temp.jpg
1432,1,1,1,0,1,1,dataset/group12100/12100/12100014_test.jpg
1433,0,0,0,0,0,0,dataset/group12100/12100/12100014_temp.jpg
1434,1,0,0,1,1,1,dataset/group12100/12100/12100149_test.jpg
1435,0,0,0,0,0,0,dataset/group12100/12100/12100149_temp.jpg
1436,1,1,0,0,1,1,dataset/group12100/12100/12100049_test.jpg
1437,0,0,0,0,0,0,dataset/group12100/12100/12100049_temp.jpg
1438,1,0,1,1,1,1,dataset/group12100/12100/12100156_test.jpg
1439,0,0,0,0,0,0,dataset/group12100/12100/12100156_temp.jpg
1440,1,0,1,1,1,1,dataset/group12100/12100/12100193_test.jpg
1441,0,0,0,0,0,0,dataset/group12100/12100/12100193_temp.jpg
1442,1,1,1,1,0,1,dataset/group12100/12100/12100019_test.jpg
1443,0,0,0,0,0,0,dataset/group12100/12100/12100019_temp.jpg
1444,1,1,0,1,1,1,dataset/group12100/12100/12100036_test.jpg
1445,0,0,0,0,0,0,dataset/group12100/12100/12100036_temp.jpg
1446,1,0,1,1,1,1,dataset/group12100/12100/12100181_test.jpg
1447,0,0,0,0,0,0,dataset/group12100/12100/12100181_temp.jpg
1448,1,1,1,1,1,1,dataset/group12100/12100/12100046_test.jpg
1449,0,0,0,0,0,0,dataset/group12100/12100/12100046_temp.jpg
1450,1,0,1,1,1,1,dataset/group12100/12100/12100009_test.jpg
1451,0,0,0,0,0,0,dataset/group12100/12100/12100009_temp.jpg
1452,1,1,1,1,1,1,dataset/group12100/12100/12100189_test.jpg
1453,0,0,0,0,0,0,dataset/group12100/12100/12100189_temp.jpg
1454,1,1,1,1,1,1,dataset/group12100/12100/12100004_test.jpg
1455,0,0,0,0,0,0,dataset/group12100/12100/12100004_temp.jpg
1456,1,0,1,1,1,1,dataset/group12100/12100/12100170_test.jpg
1457,0,0,0,0,0,0,dataset/group12100/12100/12100170_temp.jpg
1458,1,1,1,1,1,1,dataset/group12100/12100/12100165_test.jpg
1459,0,0,0,0,0,0,dataset/group12100/12100/12100165_temp.jpg
1460,1,0,1,1,1,1,dataset/group12100/12100/12100006_test.jpg
1461,0,0,0,0,0,0,dataset/group12100/12100/12100006_temp.jpg
1462,1,0,1,1,1,1,dataset/group12100/12100/12100191_test.jpg
1463,0,0,0,0,0,0,dataset/group12100/12100/12100191_temp.jpg
1464,1,1,1,0,1,1,dataset/group12100/12100/12100029_test.jpg
1465,0,0,0,0,0,0,dataset/group12100/12100/12100029_temp.jpg
1466,1,1,0,0,1,1,dataset/group12100/12100/12100187_test.jpg
1467,0,0,0,0,0,0,dataset/group12100/12100/12100187_temp.jpg
1468,1,1,1,1,0,1,dataset/group12100/12100/12100172_test.jpg
1469,0,0,0,0,0,0,dataset/group12100/12100/12100172_temp.jpg
1470,1,0,1,1,1,1,dataset/group12100/12100/12100137_test.jpg
1471,0,0,0,0,0,0,dataset/group12100/12100/12100137_temp.jpg
1472,1,1,1,1,1,1,dataset/group12100/12100/12100145_test.jpg
1473,0,0,0,0,0,0,dataset/group12100/12100/12100145_temp.jpg
1474,1,0,1,0,1,1,dataset/group12100/12100/12100061_test.jpg
1475,0,0,0,0,0,0,dataset/group12100/12100/12100061_temp.jpg
1476,1,1,0,1,1,1,dataset/group12100/12100/12100041_test.jpg
1477,0,0,0,0,0,0,dataset/group12100/12100/12100041_temp.jpg
1478,1,1,0,1,0,1,dataset/group12100/12100/12100043_test.jpg
1479,0,0,0,0,0,0,dataset/group12100/12100/12100043_temp.jpg
1480,1,1,1,1,1,1,dataset/group12100/12100/12100184_test.jpg
1481,0,0,0,0,0,0,dataset/group12100/12100/12100184_temp.jpg
1482,1,0,1,1,1,0,dataset/group12100/12100/12100178_test.jpg
1483,0,0,0,0,0,0,dataset/group12100/12100/12100178_temp.jpg
1484,1,1,1,0,1,1,dataset/group12100/12100/12100197_test.jpg
1485,0,0,0,0,0,0,dataset/group12100/12100/12100197_temp.jpg
1486,1,1,1,0,1,0,dataset/group12100/12100/12100182_test.jpg
1487,0,0,0,0,0,0,dataset/group12100/12100/12100182_temp.jpg
1488,1,1,1,1,1,1,dataset/group12100/12100/12100158_test.jpg
1489,0,0,0,0,0,0,dataset/group12100/12100/12100158_temp.jpg
1490,1,1,1,1,1,1,dataset/group12100/12100/12100035_test.jpg
1491,0,0,0,0,0,0,dataset/group12100/12100/12100035_temp.jpg
1492,1,1,1,1,1,1,dataset/group12100/12100/12100044_test.jpg
1493,0,0,0,0,0,0,dataset/group12100/12100/12100044_temp.jpg
1494,1,0,1,1,0,1,dataset/group12100/12100/12100045_test.jpg
1495,0,0,0,0,0,0,dataset/group12100/12100/12100045_temp.jpg
1496,1,0,1,1,1,1,dataset/group12100/12100/12100188_test.jpg
1497,0,0,0,0,0,0,dataset/group12100/12100/12100188_temp.jpg
1498,1,1,1,0,1,1,dataset/group12100/12100/12100020_test.jpg
1499,0,0,0,0,0,0,dataset/group12100/12100/12100020_temp.jpg
1500,1,1,1,1,1,1,dataset/group12100/12100/12100150_test.jpg
1501,0,0,0,0,0,0,dataset/group12100/12100/12100150_temp.jpg
1502,1,1,1,1,0,1,dataset/group12100/12100/12100121_test.jpg
1503,0,0,0,0,0,0,dataset/group12100/12100/12100121_temp.jpg
1504,1,0,1,0,1,1,dataset/group12100/12100/12100022_test.jpg
1505,0,0,0,0,0,0,dataset/group12100/12100/12100022_temp.jpg
1506,1,0,1,1,0,1,dataset/group12100/12100/12100050_test.jpg
1507,0,0,0,0,0,0,dataset/group12100/12100/12100050_temp.jpg
1508,1,1,1,1,1,1,dataset/group12100/12100/12100060_test.jpg
1509,0,0,0,0,0,0,dataset/group12100/12100/12100060_temp.jpg
1510,1,0,1,1,1,0,dataset/group12100/12100/12100028_test.jpg
1511,0,0,0,0,0,0,dataset/group12100/12100/12100028_temp.jpg
1512,1,1,1,0,1,1,dataset/group12100/12100/12100065_test.jpg
1513,0,0,0,0,0,0,dataset/group12100/12100/12100065_temp.jpg
1514,1,1,1,0,1,1,dataset/group12100/12100/12100034_test.jpg
1515,0,0,0,0,0,0,dataset/group12100/12100/12100034_temp.jpg
1516,1,0,1,1,0,1,dataset/group12100/12100/12100017_test.jpg
1517,0,0,0,0,0,0,dataset/group12100/12100/12100017_temp.jpg
1518,1,1,1,1,1,1,dataset/group12100/12100/12100157_test.jpg
1519,0,0,0,0,0,0,dataset/group12100/12100/12100157_temp.jpg
1520,1,1,1,1,0,0,dataset/group12100/12100/12100139_test.jpg
1521,0,0,0,0,0,0,dataset/group12100/12100/12100139_temp.jpg
1522,1,1,1,1,1,1,dataset/group12100/12100/12100146_test.jpg
1523,0,0,0,0,0,0,dataset/group12100/12100/12100146_temp.jpg
1524,1,1,1,1,1,1,dataset/group12100/12100/12100164_test.jpg
1525,0,0,0,0,0,0,dataset/group12100/12100/12100164_temp.jpg
1526,1,1,1,1,1,1,dataset/group12100/12100/12100059_test.jpg
1527,0,0,0,0,0,0,dataset/group12100/12100/12100059_temp.jpg
1528,1,1,1,1,0,1,dataset/group12100/12100/12100037_test.jpg
1529,0,0,0,0,0,0,dataset/group12100/12100/12100037_temp.jpg
1530,1,1,1,1,1,1,dataset/group12100/12100/12100142_test.jpg
1531,0,0,0,0,0,0,dataset/group12100/12100/12100142_temp.jpg
1532,1,1,0,1,1,1,dataset/group12100/12100/12100169_test.jpg
1533,0,0,0,0,0,0,dataset/group12100/12100/12100169_temp.jpg
1534,1,1,1,1,1,1,dataset/group12100/12100/12100168_test.jpg
1535,0,0,0,0,0,0,dataset/group12100/12100/12100168_temp.jpg
1536,1,1,1,1,1,0,dataset/group12100/12100/12100148_test.jpg
1537,0,0,0,0,0,0,dataset/group12100/12100/12100148_temp.jpg
1538,1,0,1,1,0,1,dataset/group12100/12100/12100058_test.jpg
1539,0,0,0,0,0,0,dataset/group12100/12100/12100058_temp.jpg
1540,1,1,0,1,1,1,dataset/group12100/12100/12100185_test.jpg
1541,0,0,0,0,0,0,dataset/group12100/12100/12100185_temp.jpg
1542,1,1,1,1,0,1,dataset/group12100/12100/12100140_test.jpg
1543,0,0,0,0,0,0,dataset/group12100/12100/12100140_temp.jpg
1544,1,1,1,0,1,1,dataset/group12100/12100/12100003_test.jpg
1545,0,0,0,0,0,0,dataset/group12100/12100/12100003_temp.jpg
1546,1,1,1,0,1,1,dataset/group12100/12100/12100136_test.jpg
1547,0,0,0,0,0,0,dataset/group12100/12100/12100136_temp.jpg
1548,1,1,0,0,1,1,dataset/group12100/12100/12100124_test.jpg
1549,0,0,0,0,0,0,dataset/group12100/12100/12100124_temp.jpg
1550,1,1,1,1,0,1,dataset/group12100/12100/12100122_test.jpg
1551,0,0,0,0,0,0,dataset/group12100/12100/12100122_temp.jpg
1552,1,1,1,1,1,1,dataset/group12100/12100/12100039_test.jpg
1553,0,0,0,0,0,0,dataset/group12100/12100/12100039_temp.jpg
1554,1,0,1,0,0,0,dataset/group12100/12100/12100127_test.jpg
